_id;Chapter;Book;Page;Sentence;Tagged;Mapped;Lemma
1534;5/A;II;78;“I haven’t really thought much about birds and other wild animals – we don’t see them much in Camden.;[('“I', 'JJ'), ('haven’t', 'NN'), ('really', 'RB'), ('thought', 'VBD'), ('much', 'RB'), ('about', 'IN'), ('birds', 'NNS'), ('and', 'CC'), ('other', 'JJ'), ('wild', 'JJ'), ('animals', 'NNS'), ('–', 'VBP'), ('we', 'PRP'), ('don’t', 'VBP'), ('see', 'VB'), ('them', 'PRP'), ('much', 'RB'), ('in', 'IN'), ('Camden', 'NNP'), ('.', '.')];{'wild': ['wild'], 'them': ['them'], 'don’t': ['don’t'], 'thought': ['thought'], 'really': ['really'], 'and': ['and'], '.': ['.'], 'about': ['about'], '–': ['–'], 'animal': ['animals'], 'much': ['much', 'much'], 'in': ['in'], 'Camden': ['Camden'], 'other': ['other'], 'see': ['see'], '“I': ['“I'], 'we': ['we'], 'bird': ['birds'], 'haven’t': ['haven’t']};['“I', 'haven’t', 'really', 'thought', 'much', 'about', 'bird', 'and', 'other', 'wild', 'animal', '–', 'we', 'don’t', 'see', 'them', 'much', 'in', 'Camden', '.']
1535;5/A;II;78;But it’s almost magic to be away from the traffic and the noise of London for a few days,” Manish Malik said about his experience.;[('But', 'CC'), ('it’s', 'VBZ'), ('almost', 'RB'), ('magic', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('away', 'RB'), ('from', 'IN'), ('the', 'DT'), ('traffic', 'NN'), ('and', 'CC'), ('the', 'DT'), ('noise', 'NN'), ('of', 'IN'), ('London', 'NNP'), ('for', 'IN'), ('a', 'DT'), ('few', 'JJ'), ('days', 'NNS'), (',', ','), ('”', 'JJ'), ('Manish', 'NNP'), ('Malik', 'NNP'), ('said', 'VBD'), ('about', 'IN'), ('his', 'PRP$'), ('experience', 'NN'), ('.', '.')];{'a': ['a'], 'But': ['But'], 'traffic': ['traffic'], 'be': ['be'], 'from': ['from'], 'day': ['days'], 'few': ['few'], 'of': ['of'], ',': [','], 'noise': ['noise'], 'Malik': ['Malik'], 'for': ['for'], '”': ['”'], 'Manish': ['Manish'], 'away': ['away'], 'said': ['said'], 'it’s': ['it’s'], 'and': ['and'], 'magic': ['magic'], 'about': ['about'], 'his': ['his'], '.': ['.'], 'to': ['to'], 'almost': ['almost'], 'London': ['London'], 'the': ['the', 'the'], 'experience': ['experience']};['But', 'it’s', 'almost', 'magic', 'to', 'be', 'away', 'from', 'the', 'traffic', 'and', 'the', 'noise', 'of', 'London', 'for', 'a', 'few', 'day', ',', '”', 'Manish', 'Malik', 'said', 'about', 'his', 'experience', '.']
1536;5/B;II;80;Caroline: I can’t stand George these days.;[('Caroline', 'NN'), (':', ':'), ('I', 'PRP'), ('can’t', 'VBP'), ('stand', 'VBP'), ('George', 'NNP'), ('these', 'DT'), ('days', 'NNS'), ('.', '.')];{'.': ['.'], 'I': ['I'], 'Caroline': ['Caroline'], 'stand': ['stand'], 'George': ['George'], 'day': ['days'], ':': [':'], 'these': ['these'], 'can’t': ['can’t']};['Caroline', ':', 'I', 'can’t', 'stand', 'George', 'these', 'day', '.']
1537;5/B;II;80;He can’t stop telling me how fantastic his trip to the Mill will be.;[('He', 'PRP'), ('can’t', 'VBZ'), ('stop', 'VB'), ('telling', 'VBG'), ('me', 'PRP'), ('how', 'WRB'), ('fantastic', 'JJ'), ('his', 'PRP$'), ('trip', 'NN'), ('to', 'TO'), ('the', 'DT'), ('Mill', 'NNP'), ('will', 'MD'), ('be', 'VB'), ('.', '.')];{'how': ['how'], 'be': ['be'], 'me': ['me'], 'Mill': ['Mill'], 'telling': ['telling'], 'stop': ['stop'], 'trip': ['trip'], 'will': ['will'], '.': ['.'], 'to': ['to'], 'his': ['his'], 'the': ['the'], 'He': ['He'], 'fantastic': ['fantastic'], 'can’t': ['can’t']};['He', 'can’t', 'stop', 'telling', 'me', 'how', 'fantastic', 'his', 'trip', 'to', 'the', 'Mill', 'will', 'be', '.']
1538;5/B;II;80;He thinks he’ll be able to do whatever he wants there.;[('He', 'PRP'), ('thinks', 'VBZ'), ('he’ll', 'RB'), ('be', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('do', 'VB'), ('whatever', 'RB'), ('he', 'PRP'), ('wants', 'VBZ'), ('there', 'RB'), ('.', '.')];{'he’ll': ['he’ll'], 'able': ['able'], 'do': ['do'], 'there': ['there'], 'whatever': ['whatever'], 'be': ['be'], '.': ['.'], 'to': ['to'], 'he': ['he'], 'He': ['He'], 'want': ['wants'], 'think': ['thinks']};['He', 'think', 'he’ll', 'be', 'able', 'to', 'do', 'whatever', 'he', 'want', 'there', '.']
1539;5/B;II;80;So now we have to choose the two girls who’ll represent the class.;[('So', 'RB'), ('now', 'RB'), ('we', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('choose', 'VB'), ('the', 'DT'), ('two', 'CD'), ('girls', 'NNS'), ('who’ll', 'WDT'), ('represent', 'VBP'), ('the', 'DT'), ('class', 'NN'), ('.', '.')];{'now': ['now'], 'have': ['have'], 'two': ['two'], 'class': ['class'], 'represent': ['represent'], 'who’ll': ['who’ll'], '.': ['.'], 'girl': ['girls'], 'to': ['to'], 'the': ['the', 'the'], 'So': ['So'], 'choose': ['choose'], 'we': ['we']};['So', 'now', 'we', 'have', 'to', 'choose', 'the', 'two', 'girl', 'who’ll', 'represent', 'the', 'class', '.']
1540;5/B;II;80;Let’s have a vote.;[('Let’s', 'NNP'), ('have', 'VBP'), ('a', 'DT'), ('vote', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'vote': ['vote'], 'Let’s': ['Let’s'], 'have': ['have']};['Let’s', 'have', 'a', 'vote', '.']
1541;5/B;II;80;He’s just so lazy!;[('He’s', 'NNP'), ('just', 'RB'), ('so', 'RB'), ('lazy', 'JJ'), ('!', '.')];{'lazy': ['lazy'], 'so': ['so'], 'He’s': ['He’s'], '!': ['!'], 'just': ['just']};['He’s', 'just', 'so', 'lazy', '!']
1542;5/B;II;80;Emma: Ssh, there’s Mrs Perry.;[('Emma', 'NN'), (':', ':'), ('Ssh', 'NNP'), (',', ','), ('there’s', 'NN'), ('Mrs', 'NNP'), ('Perry', 'NNP'), ('.', '.')];{'.': ['.'], 'Ssh': ['Ssh'], 'Emma': ['Emma'], 'Mrs': ['Mrs'], 'Perry': ['Perry'], ',': [','], ':': [':'], 'there’s': ['there’s']};['Emma', ':', 'Ssh', ',', 'there’s', 'Mrs', 'Perry', '.']
1543;5/B;II;80;Mrs Perry: Good morning, girls.;[('Mrs', 'NNP'), ('Perry', 'NNP'), (':', ':'), ('Good', 'JJ'), ('morning', 'NN'), (',', ','), ('girls', 'NNS'), ('.', '.')];{'girl': ['girls'], 'morning': ['morning'], 'Good': ['Good'], 'Perry': ['Perry'], ',': [','], ':': [':'], '.': ['.'], 'Mrs': ['Mrs']};['Mrs', 'Perry', ':', 'Good', 'morning', ',', 'girl', '.']
1544;5/B;II;80;Before we go on with our Green Week projects, there’s something I have to tell you.;[('Before', 'IN'), ('we', 'PRP'), ('go', 'VBP'), ('on', 'IN'), ('with', 'IN'), ('our', 'PRP$'), ('Green', 'JJ'), ('Week', 'NNP'), ('projects', 'NNS'), (',', ','), ('there’s', 'IN'), ('something', 'NN'), ('I', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('tell', 'VB'), ('you', 'PRP'), ('.', '.')];{'our': ['our'], 'I': ['I'], 'tell': ['tell'], 'have': ['have'], 'on': ['on'], 'Week': ['Week'], '.': ['.'], 'there’s': ['there’s'], 'something': ['something'], 'you': ['you'], 'Green': ['Green'], 'project': ['projects'], 'Before': ['Before'], 'to': ['to'], 'go': ['go'], ',': [','], 'with': ['with'], 'we': ['we']};['Before', 'we', 'go', 'on', 'with', 'our', 'Green', 'Week', 'project', ',', 'there’s', 'something', 'I', 'have', 'to', 'tell', 'you', '.']
1545;5/B;II;80;You probably all know the TV station ‘CamdenTV’.;[('You', 'PRP'), ('probably', 'RB'), ('all', 'DT'), ('know', 'VBP'), ('the', 'DT'), ('TV', 'NN'), ('station', 'NN'), ('‘CamdenTV’', 'NN'), ('.', '.')];{'.': ['.'], 'You': ['You'], 'know': ['know'], 'station': ['station'], 'probably': ['probably'], 'the': ['the'], 'all': ['all'], '‘CamdenTV’': ['‘CamdenTV’'], 'TV': ['TV']};['You', 'probably', 'all', 'know', 'the', 'TV', 'station', '‘CamdenTV’', '.']
1546;5/B;II;80;Green Week for tomorrow’s evening news.;[('Green', 'JJ'), ('Week', 'NNP'), ('for', 'IN'), ('tomorrow’s', 'NN'), ('evening', 'VBG'), ('news', 'NN'), ('.', '.')];{'for': ['for'], 'news': ['news'], 'Green': ['Green'], 'Week': ['Week'], 'tomorrow’s': ['tomorrow’s'], '.': ['.'], 'evening': ['evening']};['Green', 'Week', 'for', 'tomorrow’s', 'evening', 'news', '.']
1547;5/B;II;80;Caroline: Wow, cool!;[('Caroline', 'NN'), (':', ':'), ('Wow', 'NNP'), (',', ','), ('cool', 'NN'), ('!', '.')];{'Wow': ['Wow'], 'Caroline': ['Caroline'], '!': ['!'], 'cool': ['cool'], ',': [','], ':': [':']};['Caroline', ':', 'Wow', ',', 'cool', '!']
1548;5/B;II;80;Emma.;[('Emma', 'NNP'), ('.', '.')];{'.': ['.'], 'Emma': ['Emma']};['Emma', '.']
1549;5/B;II;80;Congratulations!;[('Congratulations', 'NNS'), ('!', '.')];{'Congratulations': ['Congratulations'], '!': ['!']};['Congratulations', '!']
1550;5/B;II;81;Caroline: Hi, Mum!;[('Caroline', 'NN'), (':', ':'), ('Hi', 'NNP'), (',', ','), ('Mum', 'NNP'), ('!', '.')];{'Mum': ['Mum'], 'Caroline': ['Caroline'], '!': ['!'], ',': [','], ':': [':'], 'Hi': ['Hi']};['Caroline', ':', 'Hi', ',', 'Mum', '!']
1551;5/B;II;81;Guess what!;[('Guess', 'VB'), ('what', 'WP'), ('!', '.')];{'!': ['!'], 'Guess': ['Guess'], 'what': ['what']};['Guess', 'what', '!']
1552;5/B;II;81;Caroline: The interview will be about Green Week.;[('Caroline', 'NN'), (':', ':'), ('The', 'DT'), ('interview', 'NN'), ('will', 'MD'), ('be', 'VB'), ('about', 'RB'), ('Green', 'JJ'), ('Week', 'NNP'), ('.', '.')];{'be': ['be'], 'interview': ['interview'], 'Green': ['Green'], '.': ['.'], 'Caroline': ['Caroline'], 'Week': ['Week'], 'will': ['will'], ':': [':'], 'The': ['The'], 'about': ['about']};['Caroline', ':', 'The', 'interview', 'will', 'be', 'about', 'Green', 'Week', '.']
1553;5/B;II;81;Caroline: I’m not sure.;[('Caroline', 'NN'), (':', ':'), ('I’m', 'NNP'), ('not', 'RB'), ('sure', 'JJ'), ('.', '.')];{'I’m': ['I’m'], '.': ['.'], 'not': ['not'], 'sure': ['sure'], 'Caroline': ['Caroline'], ':': [':']};['Caroline', ':', 'I’m', 'not', 'sure', '.']
1554;5/B;II;81;I think it will be on at six o’clock.;[('I', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('on', 'IN'), ('at', 'IN'), ('six', 'CD'), ('o’clock', 'NN'), ('.', '.')];{'be': ['be'], 'o’clock': ['o’clock'], '.': ['.'], 'I': ['I'], 'on': ['on'], 'at': ['at'], 'it': ['it'], 'six': ['six'], 'will': ['will'], 'think': ['think']};['I', 'think', 'it', 'will', 'be', 'on', 'at', 'six', 'o’clock', '.']
1555;5/B;II;81;Oh, I have to go, Mum.;[('Oh', 'UH'), (',', ','), ('I', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('go', 'VB'), (',', ','), ('Mum', 'NNP'), ('.', '.')];{'.': ['.'], 'I': ['I'], 'to': ['to'], 'have': ['have'], ',': [',', ','], 'go': ['go'], 'Oh': ['Oh'], 'Mum': ['Mum']};['Oh', ',', 'I', 'have', 'to', 'go', ',', 'Mum', '.']
1556;5/B;II;81;Emma wants to talk to me now.;[('Emma', 'NN'), ('wants', 'VBZ'), ('to', 'TO'), ('talk', 'VB'), ('to', 'TO'), ('me', 'PRP'), ('now', 'RB'), ('.', '.')];{'now': ['now'], '.': ['.'], 'talk': ['talk'], 'to': ['to', 'to'], 'want': ['wants'], 'me': ['me'], 'Emma': ['Emma']};['Emma', 'want', 'to', 'talk', 'to', 'me', 'now', '.']
1557;5/B;II;81;Bye!;[('Bye', 'NN'), ('!', '.')];{'Bye': ['Bye'], '!': ['!']};['Bye', '!']
1558;5/B;II;81;Emma: Oh no, I’ll make a fool of myself.;[('Emma', 'NN'), (':', ':'), ('Oh', 'UH'), ('no', 'DT'), (',', ','), ('I’ll', 'NNP'), ('make', 'VBP'), ('a', 'DT'), ('fool', 'NN'), ('of', 'IN'), ('myself', 'NN'), ('.', '.')];{'a': ['a'], 'no': ['no'], ':': [':'], 'Oh': ['Oh'], 'fool': ['fool'], 'Emma': ['Emma'], 'I’ll': ['I’ll'], '.': ['.'], 'myself': ['myself'], ',': [','], 'of': ['of'], 'make': ['make']};['Emma', ':', 'Oh', 'no', ',', 'I’ll', 'make', 'a', 'fool', 'of', 'myself', '.']
1559;5/B;II;81;Caroline: Emma, you needn’t worry.;[('Caroline', 'NN'), (':', ':'), ('Emma', 'NN'), (',', ','), ('you', 'PRP'), ('needn’t', 'VBP'), ('worry', 'VBP'), ('.', '.')];{'you': ['you'], '.': ['.'], 'Caroline': ['Caroline'], ',': [','], 'worry': ['worry'], ':': [':'], 'Emma': ['Emma'], 'needn’t': ['needn’t']};['Caroline', ':', 'Emma', ',', 'you', 'needn’t', 'worry', '.']
1560;5/B;II;81;The TV people can cut out the bits where we say something wrong.;[('The', 'DT'), ('TV', 'NN'), ('people', 'NNS'), ('can', 'MD'), ('cut', 'VB'), ('out', 'RP'), ('the', 'DT'), ('bits', 'NNS'), ('where', 'WRB'), ('we', 'PRP'), ('say', 'VBP'), ('something', 'NN'), ('wrong', 'JJ'), ('.', '.')];{'can': ['can'], 'TV': ['TV'], 'wrong': ['wrong'], 'out': ['out'], 'The': ['The'], 'bit': ['bits'], '.': ['.'], 'say': ['say'], 'where': ['where'], 'the': ['the'], 'people': ['people'], 'cut': ['cut'], 'something': ['something'], 'we': ['we']};['The', 'TV', 'people', 'can', 'cut', 'out', 'the', 'bit', 'where', 'we', 'say', 'something', 'wrong', '.']
1561;5/B;II;81;It won’t be live.;[('It', 'PRP'), ('won’t', 'VBD'), ('be', 'VB'), ('live', 'JJ'), ('.', '.')];{'be': ['be'], 'won’t': ['won’t'], '.': ['.'], 'It': ['It'], 'live': ['live']};['It', 'won’t', 'be', 'live', '.']
1562;5/B;II;81;Caroline: Yes, yes, so we produce a mountain of rubbish every year.;[('Caroline', 'NN'), (':', ':'), ('Yes', 'UH'), (',', ','), ('yes', 'UH'), (',', ','), ('so', 'IN'), ('we', 'PRP'), ('produce', 'VBP'), ('a', 'DT'), ('mountain', 'NN'), ('of', 'IN'), ('rubbish', 'NN'), ('every', 'DT'), ('year', 'NN'), ('.', '.')];{'a': ['a'], 'every': ['every'], 'Caroline': ['Caroline'], 'rubbish': ['rubbish'], ':': [':'], '.': ['.'], 'year': ['year'], 'so': ['so'], 'Yes': ['Yes'], 'produce': ['produce'], ',': [',', ','], 'of': ['of'], 'yes': ['yes'], 'mountain': ['mountain'], 'we': ['we']};['Caroline', ':', 'Yes', ',', 'yes', ',', 'so', 'we', 'produce', 'a', 'mountain', 'of', 'rubbish', 'every', 'year', '.']
1563;5/B;II;81;We’re here at Camden School for Girls today, where we will find out more about their Green Week.;[('We’re', 'NNP'), ('here', 'RB'), ('at', 'IN'), ('Camden', 'NNP'), ('School', 'NNP'), ('for', 'IN'), ('Girls', 'NNP'), ('today', 'NN'), (',', ','), ('where', 'WRB'), ('we', 'PRP'), ('will', 'MD'), ('find', 'VB'), ('out', 'RP'), ('more', 'RBR'), ('about', 'IN'), ('their', 'PRP$'), ('Green', 'JJ'), ('Week', 'NNP'), ('.', '.')];{'for': ['for'], 'Girls': ['Girls'], 'more': ['more'], 'School': ['School'], 'at': ['at'], 'out': ['out'], 'today': ['today'], '.': ['.'], 'about': ['about'], 'here': ['here'], 'Green': ['Green'], 'where': ['where'], 'Week': ['Week'], 'Camden': ['Camden'], 'their': ['their'], ',': [','], 'will': ['will'], 'We’re': ['We’re'], 'find': ['find'], 'we': ['we']};['We’re', 'here', 'at', 'Camden', 'School', 'for', 'Girls', 'today', ',', 'where', 'we', 'will', 'find', 'out', 'more', 'about', 'their', 'Green', 'Week', '.']
1564;5/B;II;81;Emma: No, recycling isn’t enough.;[('Emma', 'NN'), (':', ':'), ('No', 'UH'), (',', ','), ('recycling', 'VBG'), ('isn’t', 'JJ'), ('enough', 'RB'), ('.', '.')];{'enough': ['enough'], 'No': ['No'], 'isn’t': ['isn’t'], 'recycling': ['recycling'], ',': [','], ':': [':'], '.': ['.'], 'Emma': ['Emma']};['Emma', ':', 'No', ',', 'recycling', 'isn’t', 'enough', '.']
1565;5/B;II;81;Every day has a different motto.;[('Every', 'DT'), ('day', 'NN'), ('has', 'VBZ'), ('a', 'DT'), ('different', 'JJ'), ('motto', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'ha': ['has'], 'different': ['different'], 'day': ['day'], 'Every': ['Every'], 'motto': ['motto']};['Every', 'day', 'ha', 'a', 'different', 'motto', '.']
1566;5/B;II;81;TV reporter: That sounds interesting.;[('TV', 'NN'), ('reporter', 'NN'), (':', ':'), ('That', 'DT'), ('sounds', 'VBZ'), ('interesting', 'JJ'), ('.', '.')];{'sound': ['sounds'], 'reporter': ['reporter'], 'That': ['That'], ':': [':'], '.': ['.'], 'interesting': ['interesting'], 'TV': ['TV']};['TV', 'reporter', ':', 'That', 'sound', 'interesting', '.']
1567;5/B;II;81;Caroline: That’s right.;[('Caroline', 'NN'), (':', ':'), ('That’s', 'NNP'), ('right', 'NN'), ('.', '.')];{'.': ['.'], ':': [':'], 'Caroline': ['Caroline'], 'That’s': ['That’s'], 'right': ['right']};['Caroline', ':', 'That’s', 'right', '.']
1568;5/B;II;81;TV reporter: It sounds as if you liked the smoothies, but how do you feel about Green Week as a whole?;[('TV', 'NN'), ('reporter', 'NN'), (':', ':'), ('It', 'PRP'), ('sounds', 'VBZ'), ('as', 'IN'), ('if', 'IN'), ('you', 'PRP'), ('liked', 'VBD'), ('the', 'DT'), ('smoothies', 'NNS'), (',', ','), ('but', 'CC'), ('how', 'WRB'), ('do', 'VBP'), ('you', 'PRP'), ('feel', 'VB'), ('about', 'IN'), ('Green', 'JJ'), ('Week', 'NNP'), ('as', 'IN'), ('a', 'DT'), ('whole', 'NN'), ('?', '.')];{'a': ['as', 'as', 'a'], 'you': ['you', 'you'], 'sound': ['sounds'], 'It': ['It'], 'do': ['do'], '?': ['?'], 'Week': ['Week'], ':': [':'], 'if': ['if'], 'but': ['but'], 'how': ['how'], 'smoothy': ['smoothies'], 'Green': ['Green'], 'reporter': ['reporter'], ',': [','], 'feel': ['feel'], 'the': ['the'], 'about': ['about'], 'whole': ['whole'], 'liked': ['liked'], 'TV': ['TV']};['TV', 'reporter', ':', 'It', 'sound', 'a', 'if', 'you', 'liked', 'the', 'smoothy', ',', 'but', 'how', 'do', 'you', 'feel', 'about', 'Green', 'Week', 'a', 'a', 'whole', '?']
1569;5/B;II;82;Emma: Caroline’s right.;[('Emma', 'NN'), (':', ':'), ('Caroline’s', 'NNP'), ('right', 'NN'), ('.', '.')];{'Caroline’s': ['Caroline’s'], '.': ['.'], ':': [':'], 'Emma': ['Emma'], 'right': ['right']};['Emma', ':', 'Caroline’s', 'right', '.']
1570;5/B;II;82;Do you agree?;[('Do', 'VB'), ('you', 'PRP'), ('agree', 'VB'), ('?', '.')];{'you': ['you'], 'agree': ['agree'], 'Do': ['Do'], '?': ['?']};['Do', 'you', 'agree', '?']
1571;5/B;II;82;Emma: That’s true.;[('Emma', 'NN'), (':', ':'), ('That’s', 'NNP'), ('true', 'JJ'), ('.', '.')];{'true': ['true'], '.': ['.'], ':': [':'], 'That’s': ['That’s'], 'Emma': ['Emma']};['Emma', ':', 'That’s', 'true', '.']
1572;5/B;II;82;Everyone had to walk to school or go by bike yesterday.;[('Everyone', 'NN'), ('had', 'VBD'), ('to', 'TO'), ('walk', 'VB'), ('to', 'TO'), ('school', 'NN'), ('or', 'CC'), ('go', 'VB'), ('by', 'IN'), ('bike', 'NN'), ('yesterday', 'NN'), ('.', '.')];{'go': ['go'], '.': ['.'], 'to': ['to', 'to'], 'had': ['had'], 'bike': ['bike'], 'yesterday': ['yesterday'], 'school': ['school'], 'or': ['or'], 'by': ['by'], 'Everyone': ['Everyone'], 'walk': ['walk']};['Everyone', 'had', 'to', 'walk', 'to', 'school', 'or', 'go', 'by', 'bike', 'yesterday', '.']
1573;5/B;II;82;A lot of pupils usually go by bus.;[('A', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('pupils', 'NNS'), ('usually', 'RB'), ('go', 'VBP'), ('by', 'IN'), ('bus', 'NN'), ('.', '.')];{'lot': ['lot'], 'usually': ['usually'], '.': ['.'], 'A': ['A'], 'go': ['go'], 'of': ['of'], 'by': ['by'], 'bus': ['bus'], 'pupil': ['pupils']};['A', 'lot', 'of', 'pupil', 'usually', 'go', 'by', 'bus', '.']
1574;5/B;II;82;TV reporter: Thank you very much, Emma and Caroline.;[('TV', 'NN'), ('reporter', 'NN'), (':', ':'), ('Thank', 'NN'), ('you', 'PRP'), ('very', 'RB'), ('much', 'RB'), (',', ','), ('Emma', 'NNP'), ('and', 'CC'), ('Caroline', 'NNP'), ('.', '.')];{'Thank': ['Thank'], 'very': ['very'], ':': [':'], 'Caroline': ['Caroline'], 'and': ['and'], 'Emma': ['Emma'], 'you': ['you'], '.': ['.'], 'reporter': ['reporter'], ',': [','], 'much': ['much'], 'TV': ['TV']};['TV', 'reporter', ':', 'Thank', 'you', 'very', 'much', ',', 'Emma', 'and', 'Caroline', '.']
1575;5/B;II;82;That was it.;[('That', 'DT'), ('was', 'VBD'), ('it', 'PRP'), ('.', '.')];{'.': ['.'], 'it': ['it'], 'That': ['That'], 'wa': ['was']};['That', 'wa', 'it', '.']
1576;5/B;II;82;You did a very good job.;[('You', 'PRP'), ('did', 'VBD'), ('a', 'DT'), ('very', 'RB'), ('good', 'JJ'), ('job', 'NN'), ('.', '.')];{'a': ['a'], 'very': ['very'], 'You': ['You'], 'good': ['good'], 'job': ['job'], 'did': ['did'], '.': ['.']};['You', 'did', 'a', 'very', 'good', 'job', '.']
1577;5/B;II;82;Need help?;[('Need', 'VB'), ('help', 'NN'), ('?', '.')];{'Need': ['Need'], '?': ['?'], 'help': ['help']};['Need', 'help', '?']
1578;5/B;II;82;Work with a partner.;[('Work', 'NN'), ('with', 'IN'), ('a', 'DT'), ('partner', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'partner': ['partner'], 'Work': ['Work'], 'with': ['with']};['Work', 'with', 'a', 'partner', '.']
1579;5/B;II;82;One of you is a TV reporter and the other is a pupil at CSG.;[('One', 'CD'), ('of', 'IN'), ('you', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('TV', 'NN'), ('reporter', 'NN'), ('and', 'CC'), ('the', 'DT'), ('other', 'JJ'), ('is', 'VBZ'), ('a', 'DT'), ('pupil', 'NN'), ('at', 'IN'), ('CSG', 'NNP'), ('.', '.')];{'a': ['a', 'a'], 'One': ['One'], 'at': ['at'], 'and': ['and'], 'CSG': ['CSG'], 'you': ['you'], '.': ['.'], 'reporter': ['reporter'], 'is': ['is', 'is'], 'of': ['of'], 'other': ['other'], 'the': ['the'], 'pupil': ['pupil'], 'TV': ['TV']};['One', 'of', 'you', 'is', 'a', 'TV', 'reporter', 'and', 'the', 'other', 'is', 'a', 'pupil', 'at', 'CSG', '.']
1580;5/B;II;82;The reporter interviews the pupil about Green Week.;[('The', 'DT'), ('reporter', 'NN'), ('interviews', 'VBZ'), ('the', 'DT'), ('pupil', 'NN'), ('about', 'IN'), ('Green', 'JJ'), ('Week', 'NNP'), ('.', '.')];{'.': ['.'], 'Green': ['Green'], 'reporter': ['reporter'], 'Week': ['Week'], 'the': ['the'], 'The': ['The'], 'interview': ['interviews'], 'pupil': ['pupil'], 'about': ['about']};['The', 'reporter', 'interview', 'the', 'pupil', 'about', 'Green', 'Week', '.']
1581;5/C;II;83;I’m sure they’ll have a great week.;[('I’m', 'NNP'), ('sure', 'JJ'), ('they’ll', 'NNS'), ('have', 'VBP'), ('a', 'DT'), ('great', 'JJ'), ('week', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'week': ['week'], 'have': ['have'], 'sure': ['sure'], 'great': ['great'], 'I’m': ['I’m'], 'they’ll': ['they’ll']};['I’m', 'sure', 'they’ll', 'have', 'a', 'great', 'week', '.']
