_id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma
202;Mr (= Mister);Herr (Anrede);aktiv;1/B6;I;;*Mr* Scott;ID1389841;[('Mr', 'NNP'), ('(', '('), ('=', 'NNP'), ('Mister', 'NNP'), (')', ')')];['Mr', '(', '=', 'Mister', ')']
203;Mrs;Frau (Anrede);aktiv;1/B6;I;;*Mrs* Scott;ID1389841;[('Mrs', 'NN')];['Mrs']
204;class;(Schul)klasse;aktiv;1/B6;I;s;;;[('class', 'NN')];['class']
205;too;zu;aktiv;1/B6;I;av;;;[('too', 'RB')];['too']
206;loud;laut;aktiv;1/B6;I;a;;;[('loud', 'NN')];['loud']
207;too loud;zu laut;aktiv;1/B6;I;av;;;[('too', 'RB'), ('loud', 'JJ')];['too', 'loud']
208;classmate;Klassenkamerad/in, Mitschüler/in;aktiv;1/B6;I;s;Rajiv and George are *classmates*.;;[('classmate', 'NN')];['classmate']
209;they're (= they are);sie sind;passiv;1/B6;I;ph;;;"[('they', 'PRP'), (""'re"", 'VBP'), ('(', '('), ('=', 'IN'), ('they', 'PRP'), ('are', 'VBP'), (')', ')')]";"['they', ""'re"", '(', '=', 'they', 'are', ')']"
210;very;sehr, außerordentlich;aktiv;1/B6;I;av;;;[('very', 'RB')];['very']
211;nice;schön, angenehm, nett, freundlich;aktiv;1/B6;I;a;;;[('nice', 'JJ')];['nice']
212;to sit;sitzen;aktiv;1/B6;I;irr;;;[('to', 'TO'), ('sit', 'VB')];['to', 'sit']
213;he;er;passiv;1/B6;I;p;;;[('he', 'PRP')];['he']
214;good;gut;aktiv;1/B6;I;a;;;[('good', 'JJ')];['good']
215;to be good at;gut in … sein;aktiv;1/B6;I;ph;Rajiv *is good at* maths.;;[('to', 'TO'), ('be', 'VB'), ('good', 'JJ'), ('at', 'IN')];['to', 'be', 'good', 'at']
216;maths (informal, pl);Mathe(unterricht);aktiv;1/B6;I;s;;;[('maths', 'NNS'), ('(', '('), ('informal', 'JJ'), (',', ','), ('pl', 'NN'), (')', ')')];['math', '(', 'informal', ',', 'pl', ')']
217;to let;lassen;aktiv;1/B6;I;irr;;;[('to', 'TO'), ('let', 'VB')];['to', 'let']
218;us;uns;aktiv;1/B6;I;p;;;[('us', 'PRP')];['u']
219;let's (= let us);Lass(t) uns;aktiv;1/B6;I;ph;*Let's* play football.;;"[('let', 'NN'), (""'s"", 'POS'), ('(', '('), ('=', 'JJ'), ('let', 'VB'), ('us', 'PRP'), (')', ')')]";"['let', ""'s"", '(', '=', 'let', 'u', ')']"
220;to start;anfangen;aktiv;1/B6;I;v;;;[('to', 'TO'), ('start', 'VB')];['to', 'start']
221;desk;Schreibtisch;aktiv;1/B7;I;s;;;[('desk', 'NN')];['desk']
222;uniform;Uniform;aktiv;1/B7;I;s;a girl in school *uniform*;ID1389851;[('uniform', 'NN')];['uniform']
223;to be;sein;aktiv;1/B8;I;irr;I *am*, you / we / they *are*, he / she / it / *is*;;[('to', 'TO'), ('be', 'VB')];['to', 'be']
224;she's (= she is);sie ist;passiv;1/B8;I;ph;;;"[('she', 'PRP'), (""'s"", 'VBZ'), ('(', '('), ('=', 'JJ'), ('she', 'PRP'), ('is', 'VBZ'), (')', ')')]";"['she', ""'s"", '(', '=', 'she', 'is', ')']"
225;he's (= he is);er ist;aktiv;1/B8;I;ph;;;"[('he', 'PRP'), (""'s"", 'VBZ'), ('(', '('), ('=', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), (')', ')')]";"['he', ""'s"", '(', '=', 'he', 'is', ')']"
226;she's (= she is);sie ist;aktiv;1/B8;I;ph;;;"[('she', 'PRP'), (""'s"", 'VBZ'), ('(', '('), ('=', 'JJ'), ('she', 'PRP'), ('is', 'VBZ'), (')', ')')]";"['she', ""'s"", '(', '=', 'she', 'is', ')']"
227;they're (= they are);sie sind;aktiv;1/B8;I;ph;;;"[('they', 'PRP'), (""'re"", 'VBP'), ('(', '('), ('=', 'IN'), ('they', 'PRP'), ('are', 'VBP'), (')', ')')]";"['they', ""'re"", '(', '=', 'they', 'are', ')']"
228;aren't (= are not);bist nicht, seid nicht, sind nicht;aktiv;1/B8;I;ph;;;"[('are', 'VBP'), (""n't"", 'RB'), ('(', '('), ('=', 'VB'), ('are', 'VBP'), ('not', 'RB'), (')', ')')]";"['are', ""n't"", '(', '=', 'are', 'not', ')']"
229;he;er;aktiv;1/B8;I;p;;;[('he', 'PRP')];['he']
230;she;sie;aktiv;1/B8;I;p;;;[('she', 'PRP')];['she']
231;it;es, er/sie/es;aktiv;1/B8;I;p;;;[('it', 'PRP')];['it']
232;they;sie;aktiv;1/B8;I;p;;;[('they', 'PRP')];['they']
233;about;über;passiv;1/B9;I;pr;;;[('about', 'IN')];['about']
234;answer;Antwort;aktiv;1/B9;I;s;*answer* <> *question*;;[('answer', 'NN')];['answer']
235;question;Frage;aktiv;1/B9;I;s;;;[('question', 'NN')];['question']
236;lesson;(Unterrichts)stunde;aktiv;1/B9;I;s;;;[('lesson', 'NN')];['lesson']
237;then;dann, danach, darauf;aktiv;1/B10;I;av;;;[('then', 'RB')];['then']
238;to ask;fragen;aktiv;1/B10;I;v;Can I *ask* a question?;;[('to', 'TO'), ('ask', 'VB')];['to', 'ask']
239;tall;groß, hoch (gewachsen);passiv;1/B10;I;a;;;[('tall', 'NN')];['tall']
240;why;warum;aktiv;1/B11;I;av;;;[('why', 'WRB')];['why']
241;Indian;Inder/in, indisch;passiv;1/B11;I;s/a;;;[('Indian', 'JJ')];['Indian']
242;mum (informal);Mama, Mutti;aktiv;1/B11;I;s;*mum* = mother;;[('mum', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['mum', '(', 'informal', ')']
243;Mum (informal);Mama, Mutti;aktiv;1/B11;I;s;;;[('Mum', 'NNP'), ('(', '('), ('informal', 'JJ'), (')', ')')];['Mum', '(', 'informal', ')']
244;father;Vater;aktiv;1/B11;I;s;;;[('father', 'NN')];['father']
245;to speak;sprechen;aktiv;1/B11;I;irr;George's parents *speak* Greek.;;[('to', 'TO'), ('speak', 'VB')];['to', 'speak']
246;Greek;Grieche/Griechin, griechisch;passiv;1/B11;I;s/a;;;[('Greek', 'JJ')];['Greek']
247;but;aber;aktiv;1/B11;I;k;;;[('but', 'CC')];['but']
248;parents (pl);Eltern;aktiv;1/B11;I;s;;;[('parents', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['parent', '(', 'pl', ')']
249;Hindi (no pl);Hindi (Amtssprache in Indien);passiv;1/B11;I;s;;;[('Hindi', 'NNP'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['Hindi', '(', 'no', 'pl', ')']
250;at home;zu Hause;passiv;1/B11;I;ph;;;[('at', 'IN'), ('home', 'NN')];['at', 'home']
251;shop;Geschäft, Laden;aktiv;1/B11;I;s;*shop*;ID1389847;[('shop', 'NN')];['shop']
252;silly;albern, dumm;aktiv;1/B11;I;a;;;[('silly', 'RB')];['silly']
253;sometimes;manchmal;aktiv;1/B11;I;av;;;[('sometimes', 'RB')];['sometimes']
254;other;andere(r, s);passiv;1/B11;I;a;;;[('other', 'JJ')];['other']
255;people (no pl);Leute, Menschen;aktiv;1/B11;I;s;;;[('people', 'NNS'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['people', '(', 'no', 'pl', ')']
256;family;Familie;aktiv;1/B11;I;s;;;[('family', 'NN')];['family']
257;grandparents (pl);Großeltern;aktiv;1/B11;I;s;;;[('grandparents', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['grandparent', '(', 'pl', ')']
258;aunt;Tante;aktiv;1/B11;I;s;;;[('aunt', 'NN')];['aunt']
259;uncle;Onkel;aktiv;1/B11;I;s;;;[('uncle', 'NN')];['uncle']
260;break;Pause;passiv;1/B11;I;s;;;[('break', 'NN')];['break']
261;break's over;die Pause ist vorbei;passiv;1/B11;I;ph;;;"[('break', 'NN'), (""'s"", 'POS'), ('over', 'IN')]";"['break', ""'s"", 'over']"
262;grandmother;Großmutter;aktiv;1/B11;I;s;;;[('grandmother', 'NN')];['grandmother']
263;grandfather;Großvater;aktiv;1/B11;I;s;;;[('grandfather', 'NN')];['grandfather']
264;them;sie, ihnen;aktiv;1/B11;I;p;;;[('them', 'PRP')];['them']
265;mother;Mutter;aktiv;1/B11;I;s;;;[('mother', 'NN')];['mother']
266;son;Sohn;aktiv;1/B11;I;s;;;[('son', 'NN')];['son']
267;daughter;Tochter;aktiv;1/B11;I;s;;;[('daughter', 'NN')];['daughter']
268;cousin;Cousin, Cousine;aktiv;1/B11;I;s;;;[('cousin', 'NN')];['cousin']
269;husband;(Ehe)mann;aktiv;1/B11;I;s;;;[('husband', 'NN')];['husband']
270;wife;(Ehe)frau;aktiv;1/B11;I;s;;;[('wife', 'NN')];['wife']
271;more;(noch) mehr, weitere(r, s);aktiv;1/B12;I;p;;;[('more', 'RBR')];['more']
272;your;dein(e), euer/eure, Ihr(e);aktiv;1/B13;I;d;;;[('your', 'PRP$')];['your']
273;our;unser(e);aktiv;1/B13;I;d;;;[('our', 'PRP$')];['our']
274;their;ihr(e);aktiv;1/B13;I;d;;;[('their', 'PRP$')];['their']
275;to have;haben;aktiv;1/B13;I;irr;;;[('to', 'TO'), ('have', 'VB')];['to', 'have']
276;house;Haus;aktiv;1/B13;I;s;*house*;ID1389835;[('house', 'NN')];['house']
277;its;sein(e), ihr(e);aktiv;1/B13;I;d;;;[('its', 'PRP$')];['it']
278;German;Deutsche/r, deutsch;aktiv;1/B14;I;s/a;;;[('German', 'JJ')];['German']
279;library;Bibliothek, Bücherei;aktiv;1/C1;I;s;*library*;ID1389839 (Illu CTG 1, S. 165);[('library', 'NN')];['library']
280;gym;Turnhalle;aktiv;1/C1;I;s;;;[('gym', 'NN')];['gym']
281;sports ground;Sportplatz;aktiv;1/C1;I;s;;;[('sports', 'NNS'), ('ground', 'NN')];['sport', 'ground']
282;IT room;Computerraum;passiv;1/C1;I;s;;;[('IT', 'NNP'), ('room', 'NN')];['IT', 'room']
283;assembly hall;(Versammlungs)saal, Aula;passiv;1/C1;I;s;;;[('assembly', 'RB'), ('hall', 'NN')];['assembly', 'hall']
284;science lab(oratory);wissenschaftliches Labor;passiv;1/C1;I;s;;;[('science', 'NN'), ('lab', 'NN'), ('(', '('), ('oratory', 'NN'), (')', ')')];['science', 'lab', '(', 'oratory', ')']
285;classroom;Klassenzimmer;aktiv;1/C2;I;s;*classroom*;ID1389828;[('classroom', 'NN')];['classroom']
286;to talk (to);sprechen, reden (mit);aktiv;1/C2;I;v;Can I *talk to* Sarah?;;[('to', 'TO'), ('talk', 'VB'), ('(', '('), ('to', 'TO'), (')', ')')];['to', 'talk', '(', 'to', ')']
287;to come;kommen;aktiv;1/C2;I;irr;You can *come* to my party.;;[('to', 'TO'), ('come', 'VB')];['to', 'come']
288;to feel;(sich) fühlen;passiv;1/C2;I;irr;;;[('to', 'TO'), ('feel', 'VB')];['to', 'feel']
289;bored;gelangweilt;passiv;1/C2;I;a;;;[('bored', 'VBN')];['bored']
290;me;mir, mich;aktiv;1/C2;I;p;;;[('me', 'PRP')];['me']
291;to live;leben, hier: wohnen;aktiv;1/C2;I;v;;;[('to', 'TO'), ('live', 'VB')];['to', 'live']
292;to go;gehen, fahren;aktiv;1/C2;I;irr;Let's *go* to school together.;;[('to', 'TO'), ('go', 'VB')];['to', 'go']
293;together;zusammen;aktiv;1/C2;I;av;;;[('together', 'RB')];['together']
294;to do;machen, tun;aktiv;1/C2;I;irr;;;[('to', 'TO'), ('do', 'VB')];['to', 'do']
295;to have lunch;zu Mittag essen;aktiv;1/C2;I;ph;;;[('to', 'TO'), ('have', 'VB'), ('lunch', 'NN')];['to', 'have', 'lunch']
296;lunch;Mittagessen;aktiv;1/C2;I;s;;;[('lunch', 'NN')];['lunch']
297;to make;machen, erstellen;aktiv;1/C3;I;irr;Can you *make* a pizza? - Yes, I can.;;[('to', 'TO'), ('make', 'VB')];['to', 'make']
298;Turkish;"Türkisch; türkisch";passiv;1/C3;I;s/a;;;[('Turkish', 'VB')];['Turkish']
299;timetable;Stundenplan;aktiv;1/C4;I;s;;;[('timetable', 'NN')];['timetable']
300;subject;(Schul)fach;aktiv;1/C4;I;s;;;[('subject', 'NN')];['subject']
301;dialogue;Gespräch, Dialog;aktiv;1/C4;I;s;;;[('dialogue', 'NN')];['dialogue']
302;to love;lieben, sehr mögen;aktiv;1/C4;I;v;;;[('to', 'TO'), ('love', 'VB')];['to', 'love']
303;music;Musik (als Schulfach);aktiv;1/C4;I;s;;;[('music', 'NN')];['music']
304;science;(Natur)wissenschaft;aktiv;1/C4;I;s;;;[('science', 'NN')];['science']
305;geography;Erdkunde, Geografie;aktiv;1/C4;I;s;;;[('geography', 'NN')];['geography']
306;today;heute;aktiv;1/C4;I;av;;;[('today', 'NN')];['today']
307;history;Geschichte (als Schulfach);aktiv;1/C4;I;s;;;[('history', 'NN')];['history']
308;RE (= religious education);Religionslehre;aktiv;1/C4;I;s;;;[('RE', 'NNP'), ('(', '('), ('=', 'NNP'), ('religious', 'JJ'), ('education', 'NN'), (')', ')')];['RE', '(', '=', 'religious', 'education', ')']
309;art;Kunst(unterricht);aktiv;1/C4;I;s;;;[('art', 'NN')];['art']
310;to hate;hassen, verabscheuen;aktiv;1/C4;I;v;to *hate* <> to love;;[('to', 'TO'), ('hate', 'VB')];['to', 'hate']
311;French;Französisch;aktiv;1/C4;I;s;;;[('French', 'JJ')];['French']
312;IT (no pl) (= information technology);Informationstechnologie;aktiv;1/C4;I;s;;;[('IT', 'NNP'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')'), ('(', '('), ('=', 'JJ'), ('information', 'NN'), ('technology', 'NN'), (')', ')')];['IT', '(', 'no', 'pl', ')', '(', '=', 'information', 'technology', ')']
313;PE (= physical education);Sport (als Schulfach);aktiv;1/C4;I;s;;;[('PE', 'NNP'), ('(', '('), ('=', 'NNP'), ('physical', 'JJ'), ('education', 'NN'), (')', ')')];['PE', '(', '=', 'physical', 'education', ')']
314;please;bitte;aktiv;1/C4;I;i;;;[('please', 'NN')];['please']
315;to look;aussehen;aktiv;1/C4;I;v;Your room *looks* great!;;[('to', 'TO'), ('look', 'VB')];['to', 'look']
316;puzzle;Rätsel, Fragespiel;passiv;1/C4;I;s;;;[('puzzle', 'NN')];['puzzle']
317;Tuesday;Dienstag;aktiv;1/C4;I;s;;;[('Tuesday', 'NNP')];['Tuesday']
318;Wednesday;Mittwoch;aktiv;1/C4;I;s;;;[('Wednesday', 'NNP')];['Wednesday']
319;technology;Technologie, Technik;aktiv;1/C4;I;s;;;[('technology', 'NN')];['technology']
320;Thursday;Donnerstag;aktiv;1/C4;I;s;;;[('Thursday', 'NNP')];['Thursday']
321;Friday;Freitag;aktiv;1/C4;I;s;;;[('Friday', 'NNP')];['Friday']
322;German;Deutsch(unterricht);aktiv;1/C4;I;s;;;[('German', 'JJ')];['German']
323;Saturday;Samstag;aktiv;1/C4;I;s;;;[('Saturday', 'NNP')];['Saturday']
324;Sunday;Sonntag;aktiv;1/C4;I;s;;;[('Sunday', 'NNP')];['Sunday']
325;week;Woche;aktiv;1/C4;I;s;;;[('week', 'NN')];['week']
326;to clean;sauber machen, reinigen, putzen;aktiv;1/C7;I;v;Please *clean* the board.;;[('to', 'TO'), ('clean', 'VB')];['to', 'clean']
327;board;Brett, Tafel;aktiv;1/C7;I;s;;;[('board', 'NN')];['board']
328;to give;geben;aktiv;1/C7;I;irr;I can *give* you a pen.;;[('to', 'TO'), ('give', 'VB')];['to', 'give']
329;to sit down;sich (hin)setzen;aktiv;1/C7;I;irr;;;[('to', 'TO'), ('sit', 'VB'), ('down', 'RP')];['to', 'sit', 'down']
330;to help;helfen;aktiv;1/C7;I;v;Can I *help*?;;[('to', 'TO'), ('help', 'VB')];['to', 'help']
331;to open;öffnen;aktiv;1/C7;I;v;Can I *open* the window, please?;;[('to', 'TO'), ('open', 'VB')];['to', 'open']
332;window;Fenster;aktiv;1/C7;I;s;;;[('window', 'NN')];['window']
333;cold;kalt;aktiv;1/C7;I;a;;;[('cold', 'NN')];['cold']
334;quiet;leise, ruhig;aktiv;1/C7;I;a;;ID1389845;[('quiet', 'JJ')];['quiet']
335;to put;setzen, legen, stellen;aktiv;1/C7;I;irr;;;[('to', 'TO'), ('put', 'VB')];['to', 'put']
336;phrase;Satz, Ausdruck;passiv;1/C8;I;s;;;[('phrase', 'NN')];['phrase']
337;her;ihr, sie;passiv;1/C8;I;p;;;[('her', 'PRP$')];['her']
338;rule;Regel;aktiv;1/C9;I;s;;;[('rule', 'NN')];['rule']
339;teacher;Lehrer/in;aktiv;1/C9;I;s;;;[('teacher', 'NN')];['teacher']
340;homework (no pl);Hausaufgabe(n);aktiv;1/C9;I;s;Don't do your *homework* in class.;;[('homework', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['homework', '(', 'no', 'pl', ')']
341;activity;Aktivität, Tätigkeit;aktiv;1/C11;I;s;;;[('activity', 'NN')];['activity']
342;pupil;Schüler/in;aktiv;1/C11;I;s;#links# *pupils*;ID1389849;[('pupil', 'NN')];['pupil']
343;to draw;zeichnen;aktiv;1/C11;I;irr;;;[('to', 'TO'), ('draw', 'VB')];['to', 'draw']
344;of;von;aktiv;1/C11;I;pr;a photo *of* Lisa;ID1389843;[('of', 'IN')];['of']
345;feedback;Feedback, Rückmeldung;passiv;1/C11;I;s;;;[('feedback', 'NN')];['feedback']
346;at home;zu Hause;aktiv;2/A;I;ph;;;[('at', 'IN'), ('home', 'NN')];['at', 'home']
347;time;Zeit, Uhrzeit;aktiv;2/A1;I;s;;;[('time', 'NN')];['time']
348;to sing;singen;aktiv;2/A1;I;irr;;;[('to', 'TO'), ('sing', 'VB')];['to', 'sing']
349;clock;Uhr;aktiv;2/A1;I;s;;;[('clock', 'NN')];['clock']
350;whatever;was auch immer, egal was;passiv;2/A1;I;p;;;[('whatever', 'WDT')];['whatever']
351;to stop;aufhören, beenden;aktiv;2/A1;I;v;;ID1389844;[('to', 'TO'), ('stop', 'VB')];['to', 'stop']
352;half;halb, hier: dreißig Minuten;aktiv;2/A1;I;av;;;[('half', 'NN')];['half']
353;past;nach;aktiv;2/A1;I;pr;;;[('past', 'NN')];['past']
354;am (= ante meridiem);morgens, vormittags (nur hinter Uhrzeit zwischen Mitternacht und 12 Uhr mittags);aktiv;2/A1;I;av;;;[('am', 'VBP'), ('(', '('), ('=', 'JJ'), ('ante', 'RB'), ('meridiem', 'NN'), (')', ')')];['am', '(', '=', 'ante', 'meridiem', ')']
355;pm (= post meridiem);nachmittags, abends (nur hinter Uhrzeit zwischen 12 Uhr mittags und Mitternacht);aktiv;2/A1;I;av;;;[('pm', 'NN'), ('(', '('), ('=', 'JJ'), ('post', 'NN'), ('meridiem', 'NN'), (')', ')')];['pm', '(', '=', 'post', 'meridiem', ')']
356;half past (seven);halb (acht);aktiv;2/A1;I;ph;;;[('half', 'NN'), ('past', 'NN'), ('(', '('), ('seven', 'CD'), (')', ')')];['half', 'past', '(', 'seven', ')']
357;to get up;aufstehen;aktiv;2/A1;I;irr;I *get up* at half past seven.;;[('to', 'TO'), ('get', 'VB'), ('up', 'RP')];['to', 'get', 'up']
358;to get dressed;sich anziehen;aktiv;2/A1;I;ph;I *get dressed* at seven o'clock.;;[('to', 'TO'), ('get', 'VB'), ('dressed', 'JJ')];['to', 'get', 'dressed']
359;best;am besten;passiv;2/A1;I;av;;;[('best', 'JJS')];['best']
360;at;auf, an, in, bei, hier: um;aktiv;2/A1;I;pr;*At* seven o'clock I watch TV.;;[('at', 'IN')];['at']
361;to take;(mit)nehmen;aktiv;2/A1;I;irr;I *take* the bus at eight o’clock. / I *take* a lot of books to school.;;[('to', 'TO'), ('take', 'VB')];['to', 'take']
362;to meet;(sich) treffen;aktiv;2/A1;I;irr;I *meet* my friends at school.;;[('to', 'TO'), ('meet', 'VB')];['to', 'meet']
363;to eat;essen, fressen;aktiv;2/A1;I;irr;Can you *eat* five hamburgers?;;[('to', 'TO'), ('eat', 'VB')];['to', 'eat']
364;to talk (about);sprechen (über), reden (über);aktiv;2/A1;I;v;When is your test? - I don't want to *talk about* it.;;[('to', 'TO'), ('talk', 'VB'), ('(', '('), ('about', 'IN'), (')', ')')];['to', 'talk', '(', 'about', ')']
365;to be fun;Spaß machen;aktiv;2/A1;I;ph;Reading *is fun*!;;[('to', 'TO'), ('be', 'VB'), ('fun', 'NN')];['to', 'be', 'fun']
366;to;in, nach, zu, an, hier: vor;aktiv;2/A1;I;pr;;;[('to', 'TO')];['to']
367;quarter (past/to);Viertel (nach/vor);aktiv;2/A1;I;s;;;[('quarter', 'NN'), ('(', '('), ('past/to', 'NN'), (')', ')')];['quarter', '(', 'past/to', ')']
368;tea;Tee;passiv;2/A1;I;s;;;[('tea', 'NN')];['tea']
369;to watch TV;fernsehen;aktiv;2/A1;I;ph;Let's *watch TV*. There is a great film about cats.;;[('to', 'TO'), ('watch', 'VB'), ('TV', 'NN')];['to', 'watch', 'TV']
370;to chat (to sb);(mit jdm) plaudern, chatten;passiv;2/A1;I;v;;;[('to', 'TO'), ('chat', 'VB'), ('(', '('), ('to', 'TO'), ('sb', 'VB'), (')', ')')];['to', 'chat', '(', 'to', 'sb', ')']
371;never;nie(mals);aktiv;2/A1;I;av;I *never* play football. I don't like it.;;[('never', 'RB')];['never']
372;to end;beenden, zu Ende bringen, hier: enden;passiv;2/A1;I;v;;;[('to', 'TO'), ('end', 'VB')];['to', 'end']
373;night;Nacht, Abend;aktiv;2/A1;I;s;*night* <> day;;[('night', 'NN')];['night']
374;verse;Strophe;passiv;2/A1;I;s;;;[('verse', 'NN')];['verse']
375;to go with;zu … gehören, zu … passen;passiv;2/A1;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('with', 'IN')];['to', 'go', 'with']
376;(one) o'clock;(ein) Uhr;aktiv;2/A1;I;av;;;"[('(', '('), ('one', 'CD'), (')', ')'), (""o'clock"", 'NN')]";"['(', 'one', ')', ""o'clock""]"
377;fun (no pl);Spaß;aktiv;2/A1;I;s;;;[('fun', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['fun', '(', 'no', 'pl', ')']
378;hour;Stunde;aktiv;2/A2;I;s;one *hour* = 60 minutes;;[('hour', 'NN')];['hour']
379;minute;Minute;aktiv;2/A2;I;s;;;[('minute', 'NN')];['minute']
380;quarter of an hour;Viertelstunde;aktiv;2/A2;I;ph;a *quarter of an hour* = 15 minutes;;[('quarter', 'NN'), ('of', 'IN'), ('an', 'DT'), ('hour', 'NN')];['quarter', 'of', 'an', 'hour']
381;half;halb;passiv;2/A2;I;av;;;[('half', 'NN')];['half']
382;half an hour;eine halbe Stunde;aktiv;2/A2;I;ph;*half an hour* = 30 minutes;;[('half', 'PDT'), ('an', 'DT'), ('hour', 'NN')];['half', 'an', 'hour']
383;to mean;bedeuten, meinen;aktiv;2/A2;I;irr;A quarter of an hour *means* 15 minutes.;;[('to', 'TO'), ('mean', 'VB')];['to', 'mean']
384;to think of;denken an, sich ausdenken;aktiv;2/A3;I;irr;Can you *think of* a plan?;;[('to', 'TO'), ('think', 'VB'), ('of', 'IN')];['to', 'think', 'of']
385;to think;denken, glauben, meinen;aktiv;2/A3;I;irr;I *think* it's ten to eight.;;[('to', 'TO'), ('think', 'VB')];['to', 'think']
386;to work;arbeiten;passiv;2/A3;I;v;;;[('to', 'TO'), ('work', 'VB')];['to', 'work']
387;in the morning;am Morgen;aktiv;2/A4;I;ph;;;[('in', 'IN'), ('the', 'DT'), ('morning', 'NN')];['in', 'the', 'morning']
388;morning;Morgen;aktiv;2/A4;I;s;;;[('morning', 'NN')];['morning']
389;to have breakfast;frühstücken;aktiv;2/A4;I;ph;I *have breakfast* at 7 o'clock *in the morning*.;;[('to', 'TO'), ('have', 'VB'), ('breakfast', 'NN')];['to', 'have', 'breakfast']
390;breakfast;Frühstück;aktiv;2/A4;I;s;;;[('breakfast', 'NN')];['breakfast']
391;in the afternoon;am Nachmittag;aktiv;2/A4;I;ph;;;[('in', 'IN'), ('the', 'DT'), ('afternoon', 'NN')];['in', 'the', 'afternoon']
392;afternoon;Nachmittag;aktiv;2/A4;I;s;;;[('afternoon', 'NN')];['afternoon']
393;in the evening;am Abend;aktiv;2/A4;I;ph;*In the evening* I often read a book. Then I *go to bed*.;ID1389816;[('in', 'IN'), ('the', 'DT'), ('evening', 'NN')];['in', 'the', 'evening']
394;evening;Abend;aktiv;2/A4;I;s;;;[('evening', 'VBG')];['evening']
395;to go to bed;ins Bett gehen;aktiv;2/A4;I;ph;;ID1389816;[('to', 'TO'), ('go', 'VB'), ('to', 'TO'), ('bed', 'VB')];['to', 'go', 'to', 'bed']
396;wall;Wand;aktiv;2/B1;I;s;;ID1389831;[('wall', 'NN')];['wall']
397;door;Tür;aktiv;2/B1;I;s;;ID1389831;[('door', 'NN')];['door']
398;cupboard;Schrank;aktiv;2/B1;I;s;*cupboard*;ID1389829;[('cupboard', 'NN')];['cupboard']
399;lamp;Lampe;aktiv;2/B1;I;s;*lamp*;ID1389837;[('lamp', 'NN')];['lamp']
400;carpet;Teppich;aktiv;2/B1;I;s;*carpet*;ID1389827;[('carpet', 'NN')];['carpet']
401;shelf (pl shelves);(Regal)brett, Bord;aktiv;2/B1;I;s;*shelf* (_pl_*shelves*);ID1348818;[('shelf', 'NN'), ('(', '('), ('pl', 'JJ'), ('shelves', 'NNS'), (')', ')')];['shelf', '(', 'pl', 'shelf', ')']
402;chair;Stuhl;aktiv;2/B1;I;s;*chair*;ID1348822;[('chair', 'NN')];['chair']
403;to tell;erzählen, sagen;aktiv;2/B1;I;irr;Please *tell* me your name.;;[('to', 'TO'), ('tell', 'VB')];['to', 'tell']
404;on;auf, hier: an;passiv;2/B1;I;pr;There's a picture on the wall.;;[('on', 'IN')];['on']
405;above;über;passiv;2/B1;I;pr;;;[('above', 'IN')];['above']
406;below;unter, unterhalb;passiv;2/B1;I;pr;;;[('below', 'IN')];['below']
407;to want;wünschen, wollen;aktiv;2/B3;I;v;;;[('to', 'TO'), ('want', 'VB')];['to', 'want']
408;sleepover;Übernachtung (bei Freunden);passiv;2/B3;I;s;;;[('sleepover', 'NN')];['sleepover']
409;to have got;haben;aktiv;2/B3;I;irr;;ID1389846;[('to', 'TO'), ('have', 'VB'), ('got', 'NNS')];['to', 'have', 'got']
410;brilliant (BE, informal);hier: toll, klasse;passiv;2/B3;I;a;;;[('brilliant', 'NN'), ('(', '('), ('BE', 'NNP'), (',', ','), ('informal', 'JJ'), (')', ')')];['brilliant', '(', 'BE', ',', 'informal', ')']
411;really;wirklich;aktiv;2/B3;I;av;I *really* like football.;;[('really', 'RB')];['really']
412;big;groß;aktiv;2/B3;I;a;;ID1389813;[('big', 'JJ')];['big']
413;small;klein;aktiv;2/B3;I;a;;ID1389813;[('small', 'JJ')];['small']
414;quite;ziemlich, ganz;passiv;2/B3;I;av;;;[('quite', 'RB')];['quite']
415;a lot (of);viel(e), eine Menge;aktiv;2/B3;I;ph;;;[('a', 'DT'), ('lot', 'NN'), ('(', '('), ('of', 'IN'), (')', ')')];['a', 'lot', '(', 'of', ')']
416;lots of (informal);viel(e), eine Menge;aktiv;2/B3;I;p;I love books. I've got *a lot of* books.;;[('lots', 'NNS'), ('of', 'IN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['lot', 'of', '(', 'informal', ')']
417;of course;natürlich;aktiv;2/B3;I;ph;;;[('of', 'IN'), ('course', 'NN')];['of', 'course']
418;beautiful;schön;aktiv;2/B3;I;a;;;[('beautiful', 'NN')];['beautiful']
